timestamp,session_id,turn_id,turn_number,user_text,has_image,last_pid_context,effective_query,query_type,keyword_hits,sideflex_kw,straight_kw,query_series,image_search,vit_top_score,vit_series,vit_dominant,vit_hits_count,siglip_hits_count,graph_triggered_by,graph_candidates_added,graph_contributed,graph_seed_products,graph_compatible,graph_same_series,text_skipped,text_skip_reason,text_hits_count,total_candidates,top1_pid,top1_final_score,top1_ce_score,top1_series,reranked_pids,clarification,tool_calls,tool_names,ai_reply_length,ai_reply_preview,latency_ms,eval_top1_series_ok,eval_sideflex_ok,eval_straight_ok,eval_ref_in_reply,eval_graph_contrib,eval_clarif_ok,eval_vit_series_ok,error
2026-03-01T17:00:44.949,sess_170044_3ff667,sess_170044_3ff667_t001,1,"""ต้องการโซ่ straight running สำหรับ automotive assembly parts น้ำหนักหนัก ต้องการ Width อย่างน้อย 250 mm""",False,,"""ต้องการโซ่ straight running สำหรับ automotive assembly parts น้ำหนักหนัก ต้องการ Width อย่างน้อย 250 mm""",general,8,False,True,,False,,,False,0,0,none,0,False,,,,False,,0,13,movex_sprocket_55601,0.7,3.0787,882 Series,movex_sprocket_55601|movex_chain_LF820_K325|movex_chain_LF820_K400|movex_chain_LF821_K1200|movex_chain_LF821_K1000,False,0,,239,❌ เกิดข้อผิดพลาด: Invalid operation: The `response.text` quick accessor requires the response to con,7086.0,False,False,False,False,False,False,False,"Invalid operation: The `response.text` quick accessor requires the response to contain a valid `Part`, but none were returned. The candidate's [finish_reason](https://ai.google.dev/api/generate-content#finishreason) is 1."
2026-03-01T17:01:26.016,sess_170126_47cf3e,sess_170126_47cf3e_t001,1,"""ต้องการโซ่ straight running สำหรับ automotive assembly parts น้ำหนักหนัก ต้องการ Width อย่างน้อย 250 mm""",False,,"""ต้องการโซ่ straight running สำหรับ automotive assembly parts น้ำหนักหนัก ต้องการ Width อย่างน้อย 250 mm""",general,8,False,True,,False,,,False,0,0,none,0,False,,,,False,,0,13,movex_sprocket_55601,0.7,3.0787,882 Series,movex_sprocket_55601|movex_chain_LF820_K325|movex_chain_LF820_K400|movex_chain_LF821_K1200|movex_chain_LF821_K1000,False,0,,556,สวัสดีครับ/ค่ะ สำหรับโซ่ Straight Running เพื่อลำเลียง Automotive Assembly Parts ที่มีน้ำหนักมาก และ,14757.1,False,False,False,False,False,False,False,
2026-03-01T17:02:09.628,sess_170126_47cf3e,sess_170126_47cf3e_t002,2,254,False,movex_sprocket_55601 movex_chain_LF820_K325 movex_chain_LF820_K400,movex_sprocket_55601 movex_chain_LF820_K325 movex_chain_LF820_K400 254,general,0,False,False,,False,,,False,0,0,none,0,False,,,,False,,0,9,movex_sprocket_54401,0.7732,6.7058,820 Series,movex_sprocket_54401|movex_sprocket_54301|movex_sprocket_54201|movex_chain_LF820_K450|movex_chain_LF821_K750,False,0,,353,"ขอบคุณสำหรับข้อมูลเพิ่มเติมครับ/ค่ะ ต้องการโซ่ Straight Running ที่ความกว้าง 254 mm นะครับ/คะ

เนื่อ",2840.0,False,False,False,False,False,False,False,
2026-03-01T17:02:28.097,sess_170228_e8ad8a,sess_170228_e8ad8a_t001,1,"""Sprocket Art.Nr. 55601 ใช้ได้กับ chain รุ่นไหน?""",False,,"""Sprocket Art.Nr. 55601 ใช้ได้กับ chain รุ่นไหน?""",general,0,False,False,,False,,,False,0,0,none,0,False,,,,False,,0,6,movex_sprocket_55601,0.8428,2.7054,882 Series,movex_sprocket_55601|movex_sprocket_54201|movex_sprocket_57801|movex_sprocket_58801|movex_sprocket_54401,False,0,,97,สเตอร์ Art.Nr. 55601 สามารถใช้ได้กับโซ่รุ่น 882 Series และยังสามารถใช้ได้กับ 8257 Series ด้วยครับ,2166.3,False,False,False,True,False,False,False,
2026-03-01T17:02:40.561,sess_170240_3ab683,sess_170240_3ab683_t001,1,ต้องการโซ่ standard สำหรับ packaging line ทั่วไป,False,,ต้องการโซ่ standard สำหรับ packaging line ทั่วไป,general,0,False,False,,False,,,False,0,0,none,0,False,,,,False,,0,11,movex_sprocket_54201,0.8103,-7.2999,820 Series,movex_sprocket_54201|movex_chain_LF880_TAB_K325|movex_sprocket_54301|movex_chain_LFN_103_MFH|movex_chain_LF820_K600,False,0,,605,"สวัสดีครับ สำหรับโซ่มาตรฐานสำหรับ Packaging line ทั่วไป ทาง Movex มีสินค้าให้เลือกหลากหลายเลยครับ

ข",5302.6,False,False,False,False,False,False,False,
2026-03-01T17:03:14.101,sess_170240_3ab683,sess_170240_3ab683_t002,2,ทางตรง กว้าง82.5 ,False,movex_sprocket_54201 movex_chain_LF880_TAB_K325 movex_sprocket_54301,movex_sprocket_54201 movex_chain_LF880_TAB_K325 movex_sprocket_54301 ทางตรง กว้าง82.5 ,general,0,False,True,,False,,,False,0,0,none,0,False,,,,False,,0,6,movex_chain_LF882_TAB_K750,0.8519,-10.5711,882 Series,movex_chain_LF882_TAB_K750|movex_chain_LF880_TAB_K325|movex_chain_LF821_K750|movex_sprocket_55001|movex_sprocket_54901,False,0,,836,ขออภัยครับคุณลูกค้า จากการตรวจสอบในระบบ ตอนนี้ยังไม่พบโซ่แบบ **วิ่งตรง (Straight Running Chain)** ที,13162.7,False,False,False,False,False,False,False,
2026-03-01T17:03:59.437,sess_170359_9285e5,sess_170359_9285e5_t001,1,ต้องการโซ่ standard สำหรับ packaging line ทั่วไป,False,,ต้องการโซ่ standard สำหรับ packaging line ทั่วไป,general,0,False,False,,False,,,False,0,0,none,0,False,,,,False,,0,11,movex_sprocket_54201,0.8103,-7.2999,820 Series,movex_sprocket_54201|movex_chain_LF880_TAB_K325|movex_sprocket_54301|movex_chain_LFN_103_MFH|movex_chain_LF820_K600,False,0,,647,"สวัสดีครับ Movex Assistant ยินดีให้บริการครับ

เพื่อที่จะแนะนำโซ่ที่เหมาะสมที่สุดสำหรับ Packaging Li",2667.9,False,False,False,False,False,False,False,
2026-03-01T17:11:31.776,sess_171131_290a81,sess_171131_290a81_t001,1,ต้องการโซ่ standard สำหรับ packaging line ทั่วไป ,False,,ต้องการโซ่ standard สำหรับ packaging line ทั่วไป ,general,0,False,False,,False,,,False,0,0,none,0,False,,,,False,,0,11,movex_sprocket_54201,0.85,2.4575,820 Series,movex_sprocket_54201|movex_sprocket_54301|movex_chain_LF880_TAB_K325|movex_chain_LF820_K600|movex_chain_LFN_103_MFH,True,0,,510,สวัสดีครับ สำหรับโซ่มาตรฐานที่ใช้ในสายการผลิตบรรจุภัณฑ์ทั่วไป ทางเรามีหลายรุ่นให้เลือกเลยครับ เพื่อใ,5676.5,False,False,False,True,False,False,False,
2026-03-01T17:29:54.799,sess_172954_9098ab,sess_172954_9098ab_t001,1,"""โซ่ในรูปนี้มีขนาดกว้าง 190.5 mm บ้างไหม? ถ้ามีขอ spec เต็ม""",True,,"""โซ่ในรูปนี้มีขนาดกว้าง 190.5 mm บ้างไหม? ถ้ามีขอ spec เต็ม""",image,0,False,False,,True,0.9765,820,True,0,0,none,0,False,,,,False,,0,8,movex_chain_LF820_K325,1.0,0.0,820 Series,movex_chain_LF820_K325|movex_chain_LF820_K750|movex_sprocket_54201|movex_sprocket_54301|movex_chain_LF820_K600,False,0,,1988,"จากรูปที่เห็น เป็นโซ่ Movex 820 Series ครับ สำหรับความกว้าง 190.5 mm มีรุ่น LF 820 K750 ครับ

นี่คือ",14315.4,False,False,False,True,False,False,False,
2026-03-01T17:31:18.928,sess_173118_7bd4db,sess_173118_7bd4db_t001,1,รูปนี้เป็นโซ่ sideflexing 880 Series ใช่ไหม? ถ้าใช่ขอ Min Curve Radius และ Max Load,True,,รูปนี้เป็นโซ่ sideflexing 880 Series ใช่ไหม? ถ้าใช่ขอ Min Curve Radius และ Max Load,image,0,True,False,880,True,0.9881,880,True,0,0,none,0,False,,,,False,,0,4,movex_chain_LF880_TAB_K450,1.0,0.0,880 Series,movex_chain_LF880_TAB_K450|movex_chain_LF880_TAB_K325|movex_sprocket_54901|movex_sprocket_55001,False,0,,857,จากรูปภาพที่ส่งมา Movex Assistant ยืนยันได้ว่าเป็นโซ่ Sideflexing ใน 880 Series ครับ มั่นใจได้เลยครั,5484.3,True,True,False,True,False,False,True,
2026-03-01T17:32:11.736,sess_173211_0b0690,sess_173211_0b0690_t001,1,ดู drawing นี้แล้ว sprocket ใช้กับ chain อะไรได้บ้าง? ต้องการ chain ที่รับโหลดสูงสุดใน family นั้น,True,,ดู drawing นี้แล้ว sprocket ใช้กับ chain อะไรได้บ้าง? ต้องการ chain ที่รับโหลดสูงสุดใน family นั้น,image,0,False,False,,True,0.9992,880,True,0,0,none,0,False,,,,False,,0,12,movex_sprocket_54901,1.0,0.0,880 Series,movex_sprocket_54901|movex_sprocket_54201|movex_chain_LF880_TAB_K450|movex_chain_LF880_TAB_K325|movex_sprocket_55001,False,0,,976,"จากรูป Drawing ที่ส่งมา เป็นสเตอร์รุ่น Art.Nr. 54901 ใน 880 Series ครับ

สเตอร์รุ่นนี้สามารถใช้กับสา",6771.8,False,False,False,True,False,False,False,
2026-03-01T17:33:33.279,sess_173333_38ff7a,sess_173333_38ff7a_t001,1,ขอ spec ของ LF 820 K325 ตามรูปนี้,True,,ขอ spec ของ LF 820 K325 ตามรูปนี้,image,0,False,False,820,True,0.9152,880,True,0,0,none,0,False,,,,False,,0,4,movex_chain_LF880_TAB_K450,1.0,0.0,880 Series,movex_chain_LF880_TAB_K450|movex_chain_LF880_TAB_K325|movex_sprocket_54901|movex_sprocket_55001,False,0,,1405,สวัสดีครับคุณลูกค้า จากรูปภาพที่ส่งมา ทางเราวิเคราะห์แล้วพบว่าเป็นสายพาน Movex ในกลุ่ม 880 Series คร,15797.9,False,False,False,True,False,False,False,
2026-03-01T17:35:18.087,sess_173518_4f9157,sess_173518_4f9157_t001,1,รูปนี้คือ LFN 83 MFM ใช่ไหม? ขอ pitch และ sprocket ที่ใช้ได้,True,,รูปนี้คือ LFN 83 MFM ใช่ไหม? ขอ pitch และ sprocket ที่ใช้ได้,image,0,False,False,83,True,0.9217,83,True,0,0,none,0,False,,,,False,,0,4,movex_chain_LFN_83_MFM,1.0,0.0,83 MFM PRO Series,movex_chain_LFN_83_MFM|movex_chain_LFN_103_MFH|movex_sprocket_58801|movex_sprocket_57801,False,0,,289,"ใช่ครับ/ค่ะ จากรูปภาพเป็นสายพานรุ่น **LFN 83 MFM** ถูกต้องแล้วครับ

สำหรับข้อมูลที่คุณลูกค้าสอบถาม:
",5410.3,True,False,False,True,False,False,True,
2026-03-01T17:36:59.644,sess_173659_931a9f,sess_173659_931a9f_t001,1,โซ่ในรูปนี้ (821 series) รับโหลดได้เท่าไหร่ เทียบกับ 882 series ต่างกันอย่างไร?,True,,โซ่ในรูปนี้ (821 series) รับโหลดได้เท่าไหร่ เทียบกับ 882 series ต่างกันอย่างไร?,image,0,False,False,821|882,True,0.8371,821,False,0,0,none,0,False,,,,False,,0,20,movex_chain_LF821_K750,1.0,0.0,821 Series,movex_chain_LF821_K750|movex_chain_LF820_K750|movex_chain_LF880_TAB_K325|movex_chain_LF820_K325|movex_chain_LF821_K1200,False,0,,1412,"จากรูปภาพที่แนบมา วิเคราะห์แล้วเป็นโซ่ Movex 821 Series ครับ/ค่ะ

สำหรับ 821 Series นี้ จะรับน้ำหนัก",15352.7,True,False,False,False,False,False,True,
2026-03-01T17:37:54.696,sess_173754_fdcf71,sess_173754_fdcf71_t001,1,โซ่ในรูปนี้รับโหลดได้เท่าไหร่ เทียบกับ 882 series ต่างกันอย่างไร?,True,,โซ่ในรูปนี้รับโหลดได้เท่าไหร่ เทียบกับ 882 series ต่างกันอย่างไร?,image,0,False,False,882,True,0.8371,821,False,0,0,none,0,False,,,,False,,0,20,movex_chain_LF821_K750,1.0,0.0,821 Series,movex_chain_LF821_K750|movex_chain_LF820_K750|movex_chain_LF880_TAB_K325|movex_chain_LF882_TAB_K750|movex_sprocket_55601,False,0,,1616,สวัสดีครับ จากรูปภาพที่ส่งมา ผมตรวจพบว่าเป็นสายพาน **Movex 821 Series** ครับ (โดยมีความเชื่อมั่น 0.8,16291.2,False,False,False,True,False,False,False,
2026-03-01T17:40:20.526,sess_174020_88192f,sess_174020_88192f_t001,1,ดูรูปนี้ sprocket ตัวนี้ใช้กับ chain LF 882 TAB K750 ได้ไหม?,True,,ดูรูปนี้ sprocket ตัวนี้ใช้กับ chain LF 882 TAB K750 ได้ไหม?,image,0,False,False,882,True,0.9348,880,True,0,0,none,0,False,,,,False,,0,12,movex_sprocket_54901,1.0,0.0,880 Series,movex_sprocket_54901|movex_sprocket_54201|movex_chain_LF880_TAB_K325|movex_chain_LF880_TAB_K450|movex_sprocket_55001,False,0,,1119,จากรูปภาพ สเตอร์ตัวนี้เป็นรุ่น **Movex Sprocket 54901** ครับ ซึ่งเป็นสเตอร์สำหรับโซ่ **880 Series** ,13190.4,False,False,False,True,False,False,False,
2026-03-01T17:41:47.552,sess_174147_83384c,sess_174147_83384c_t001,1,โซ่ในรูปนี้ต้องการ sprocket กี่ฟันที่เหมาะที่สุดสำหรับ standard drive?,True,,โซ่ในรูปนี้ต้องการ sprocket กี่ฟันที่เหมาะที่สุดสำหรับ standard drive?,image,0,False,False,,True,0.943,820,True,0,0,none,0,False,,,,False,,0,8,movex_chain_LF820_K325,1.0,0.0,820 Series,movex_chain_LF820_K325|movex_sprocket_54201|movex_chain_LF820_K750|movex_sprocket_54401|movex_sprocket_54301,False,0,,350,จากรูปที่ให้มาเป็นโซ่รุ่น LF 820 K325 ครับ สำหรับโซ่รุ่นนี้มีสเตอร์ที่เหมาะสมสำหรับ standard drive ค,4448.2,False,False,False,True,False,False,False,
2026-03-01T17:42:54.881,sess_174254_a48f13,sess_174254_a48f13_t001,1,ขอ spec TAB hold-down ของโซ่ในรูปนี้,True,,ขอ spec TAB hold-down ของโซ่ในรูปนี้,image,0,False,False,,True,0.9658,103,True,0,0,none,0,False,,,,False,,0,4,movex_chain_LFN_103_MFH,1.0,0.0,103 MFM PRO Series,movex_chain_LFN_103_MFH|movex_chain_LFN_83_MFM|movex_sprocket_57801|movex_sprocket_58801,False,0,,333,จากรูปภาพที่คุณลูกค้าส่งมา ผมวิเคราะห์แล้วว่าเป็นโซ่ Movex รุ่น LFN 103 MFH ครับ ซึ่งเป็นโซ่ Sidefle,4917.1,False,False,False,True,False,False,False,
2026-03-01T17:44:25.090,sess_174425_e88f67,sess_174425_e88f67_t001,1,โซ่ในรูปนี้น้ำหนักต่อเมตรเท่าไหร่ ,True,,โซ่ในรูปนี้น้ำหนักต่อเมตรเท่าไหร่ ,image,0,False,False,,True,0.93,880,True,0,0,none,0,False,,,,False,,0,4,movex_chain_LF880_TAB_K450,1.0,0.0,880 Series,movex_chain_LF880_TAB_K450|movex_chain_LF880_TAB_K325|movex_sprocket_54901|movex_sprocket_55001,False,0,,509,"จากรูปภาพ โซ่รุ่น LF 880 TAB K450 นี้มีน้ำหนัก 1.09 กิโลกรัมต่อเมตรครับ/ค่ะ

โซ่รุ่นนี้อยู่ใน 880 Se",5716.0,False,False,False,True,False,False,False,
2026-03-01T17:44:43.470,sess_174443_097b09,sess_174443_097b09_t001,1,โซ่ในรูปนี้น้ำหนักต่อเมตรเท่าไหร่ และต้องใช้มอเตอร์กำลังเท่าไหร่?,False,,โซ่ในรูปนี้น้ำหนักต่อเมตรเท่าไหร่ และต้องใช้มอเตอร์กำลังเท่าไหร่?,general,0,False,False,,False,,,False,0,0,none,0,False,,,,False,,0,7,movex_chain_LF821_K750,0.7418,-0.3391,821 Series,movex_chain_LF821_K750|movex_chain_LF821_K1200|movex_chain_LFN_83_MFM|movex_sprocket_55601|movex_sprocket_58801,False,0,,318,ขออภัยค่ะ พอดีไม่เห็นรูปภาพที่แนบมานะคะ รบกวนช่วยแจ้งข้อมูลเพิ่มเติม เพื่อที่ดิฉันจะสามารถแนะนำได้ตร,4430.9,False,False,False,False,False,False,False,
2026-03-01T17:45:06.311,sess_174506_880c08,sess_174506_880c08_t001,1,โซ่ในรูปนี้น้ำหนักต่อเมตรเท่าไหร่ และต้องใช้มอเตอร์กำลังเท่าไหร่?,True,,โซ่ในรูปนี้น้ำหนักต่อเมตรเท่าไหร่ และต้องใช้มอเตอร์กำลังเท่าไหร่?,image,0,False,False,,True,0.93,880,True,0,0,none,0,False,,,,False,,0,4,movex_chain_LF880_TAB_K450,1.0,0.0,880 Series,movex_chain_LF880_TAB_K450|movex_chain_LF880_TAB_K325|movex_sprocket_54901|movex_sprocket_55001,True,0,,835,"จากรูปภาพที่ส่งมา เป็นสายพานรุ่น **LF 880 TAB K450 (880 Series)** ครับ/ค่ะ

*   **น้ำหนักต่อเมตร** ข",6681.2,False,False,False,True,False,False,False,
2026-03-01T17:46:12.904,sess_174612_e98b7f,sess_174612_e98b7f_t001,1,โซ่ในรูปนี้เริ่มไม่พอรับโหลด ต้องการ upgrade เป็น heavy-duty แต่ยังเป็น straight running ควรใช้รุ่นอะไร?,True,,โซ่ในรูปนี้เริ่มไม่พอรับโหลด ต้องการ upgrade เป็น heavy-duty แต่ยังเป็น straight running ควรใช้รุ่นอะไร?,image,0,False,True,,True,0.9765,820,True,0,0,none,0,False,,,,False,,0,8,movex_chain_LF820_K325,1.0,0.0,820 Series,movex_chain_LF820_K325|movex_chain_LF820_K750|movex_sprocket_54201|movex_chain_LF820_K450|movex_chain_LF820_K600,False,0,,1595,จากรูปภาพที่ให้มา ผมวิเคราะห์แล้วว่าเป็นสายพาน Movex 820 Series รุ่น **LF 820 K325** ครับ ซึ่งเป็นสา,11172.4,False,False,True,True,False,False,False,
2026-03-01T17:48:47.252,sess_174847_ba91bd,sess_174847_ba91bd_t001,1,รูปนี้เป็น sprocket อะไร และ chain ที่ใช้คู่กันรับโหลดได้เท่าไหร่?,True,,รูปนี้เป็น sprocket อะไร และ chain ที่ใช้คู่กันรับโหลดได้เท่าไหร่?,image,0,False,False,,True,0.954,103,True,0,0,none,0,False,,,,False,,0,2,movex_sprocket_57801,1.0,0.0,103 MFH PRO,movex_sprocket_57801|movex_chain_LFN_103_MFH,False,0,,963,"จากรูปภาพ สเตอร์ที่คุณสอบถามเป็นรุ่น **Movex Sprocket Art_Nr 57801** ครับ

เป็นสเตอร์ชนิดขับ (Drive ",7857.6,False,False,False,True,False,False,False,
2026-03-01T17:49:56.844,sess_174956_462d0b,sess_174956_462d0b_t001,1,โซ่ในรูปนี้ใช้กับ Krones labeler ได้ไหม? และมี Ref ไหนบ้าง?,True,,โซ่ในรูปนี้ใช้กับ Krones labeler ได้ไหม? และมี Ref ไหนบ้าง?,image,0,False,False,,True,0.9734,820,True,0,0,none,0,False,,,,False,,0,11,movex_chain_LF820_K750,1.0,0.0,820 Series,movex_chain_LF820_K750|movex_chain_LF821_K750|movex_chain_LF820_K325|movex_chain_LF820_K450|movex_chain_LF820_K400,False,0,,740,"จากรูปภาพ โซ่ที่ท่านสอบถามคือรุ่น Movex LF 820 K750 ครับ

โซ่รุ่นนี้สามารถใช้กับเครื่อง Krones label",7241.3,False,False,False,True,False,False,False,
2026-03-01T17:51:53.286,sess_175153_ad3598,sess_175153_ad3598_t001,1,โซ่ในรูปนี้ Pitch กี่ mm และ Minimum Curve Radius เท่าไหร่?,True,,โซ่ในรูปนี้ Pitch กี่ mm และ Minimum Curve Radius เท่าไหร่?,image,0,True,False,,True,0.9384,103,True,0,0,none,0,False,,,,False,,0,4,movex_chain_LFN_103_MFH,1.0,0.0,103 MFM PRO Series,movex_chain_LFN_103_MFH|movex_chain_LFN_83_MFM|movex_sprocket_57801|movex_sprocket_58801,False,0,,391,"จากรูปที่ให้มา เป็นโซ่ Movex รุ่น LFN 103 MFH ครับ

โซ่รุ่นนี้มี:
*   **ระยะ Pitch:** 35.5 มม. ครับ
",8349.9,False,False,False,True,False,False,False,
2026-03-01T17:53:17.086,sess_175317_ea4164,sess_175317_ea4164_t001,1,โซ่ในรูปนี้ สามารถใช้กับ curve radius 500 mm ได้ไหม? ถ้าไม่ได้มีทางเลือกอะไรบ้าง?,True,,โซ่ในรูปนี้ สามารถใช้กับ curve radius 500 mm ได้ไหม? ถ้าไม่ได้มีทางเลือกอะไรบ้าง?,image,0,True,False,,True,0.9102,880,True,0,0,none,0,False,,,,False,,0,4,movex_chain_LF880_TAB_K450,1.0,0.0,880 Series,movex_chain_LF880_TAB_K450|movex_chain_LF880_TAB_K325|movex_sprocket_54901|movex_sprocket_55001,False,0,,1368,"จากภาพที่ส่งมา เป็นโซ่รุ่น **LF 880 TAB K450** ครับ/ค่ะ

โซ่รุ่นนี้สามารถใช้กับรัศมีโค้ง (curve radi",8158.1,False,False,False,True,False,False,False,
